geoRegion,datum,entries,entries_pos,entries_neg,sumTotal,freq,prct,anteil_pos,anteil_pos_diff,anteil_pos_all,pop,inz_entries,inzsumTotal,entries_diff_abs,entries_diff_inz,prct_diff,entries_diff_pct,type,version,datum_unit,datum_dboardformated,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_28d,timeframe_14d,nachweismethode,type_variant
CHFL,202006,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,NA,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-06,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202006,1,0,1,1,1,100,0,NA,0,8709355,0.01,0.01,NA,NA,NA,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-06,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202007,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-07,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202007,1,0,1,2,1,100,0,0,0,8709355,0.01,0.02,0,0,0,0,COVID19Test,2021-11-10_07-50-19,isoweek,2020-07,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202008,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-08,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202008,0,0,0,2,1,100,NA,NA,0,8709355,0,0.02,-1,-0.01,0,-100,COVID19Test,2021-11-10_07-50-19,isoweek,2020-08,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202009,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-09,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202009,1853,62,1791,1855,1,100,3.3,NA,3.3,8709355,21.28,21.3,1853,21.28,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-09,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202010,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202010,4796,555,4241,6651,1,100,11.6,8.3,9.3,8709355,55.07,76.37,2943,33.79,0,158.8,COVID19Test,2021-11-10_07-50-19,isoweek,2020-10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202011,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202011,23622,2327,21295,30273,1,100,9.9,-1.6999999999999993,9.7,8709355,271.23,347.59,18826,216.16,0,392.5,COVID19Test,2021-11-10_07-50-19,isoweek,2020-11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202012,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202012,52613,7390,45223,82886,1,100,14,4.1,12.5,8709355,604.1,951.69,28991,332.87,0,122.7,COVID19Test,2021-11-10_07-50-19,isoweek,2020-12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202013,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202013,43689,8191,35498,126575,1,100,18.7,4.699999999999999,14.6,8709355,501.63,1453.32,-8924,-102.47,0,-17,COVID19Test,2021-11-10_07-50-19,isoweek,2020-13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202014,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202014,40252,6800,33452,166827,1,100,16.9,-1.8000000000000007,15.2,8709355,462.17,1915.49,-3437,-39.46,0,-7.9,COVID19Test,2021-11-10_07-50-19,isoweek,2020-14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202015,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202015,32610,4329,28281,199437,1,100,13.3,-3.599999999999998,14.9,8709355,374.42,2289.92,-7642,-87.75,0,-19,COVID19Test,2021-11-10_07-50-19,isoweek,2020-15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202016,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202016,27248,2444,24804,226685,1,100,9,-4.300000000000001,14.2,8709355,312.86,2602.78,-5362,-61.56,0,-16.4,COVID19Test,2021-11-10_07-50-19,isoweek,2020-16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202017,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202017,28754,1647,27107,255439,1,100,5.7,-3.3,13.2,8709355,330.15,2932.93,1506,17.29,0,5.5,COVID19Test,2021-11-10_07-50-19,isoweek,2020-17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202018,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202018,30093,1102,28991,285532,1,100,3.7,-2,12.2,8709355,345.53,3278.45,1339,15.38,0,4.7,COVID19Test,2021-11-10_07-50-19,isoweek,2020-18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202019,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202019,28715,665,28050,314247,1,100,2.3,-1.4000000000000004,11.3,8709355,329.7,3608.15,-1378,-15.83,0,-4.6,COVID19Test,2021-11-10_07-50-19,isoweek,2020-19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202020,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202020,32984,395,32589,347231,1,100,1.2,-1.0999999999999999,10.3,8709355,378.72,3986.87,4269,49.02,0,14.9,COVID19Test,2021-11-10_07-50-19,isoweek,2020-20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202021,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202021,25134,280,24854,372365,1,100,1.1,-0.09999999999999987,9.7,8709355,288.59,4275.46,-7850,-90.13,0,-23.8,COVID19Test,2021-11-10_07-50-19,isoweek,2020-21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202022,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202022,26762,205,26557,399127,1,100,0.8,-0.30000000000000004,9.1,8709355,307.28,4582.74,1628,18.69,0,6.5,COVID19Test,2021-11-10_07-50-19,isoweek,2020-22,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202023,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202023,26031,154,25877,425158,1,100,0.6,-0.20000000000000007,8.6,8709355,298.89,4881.62,-731,-8.39,0,-2.7,COVID19Test,2021-11-10_07-50-19,isoweek,2020-23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202024,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-24,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202024,36022,221,35801,461180,1,100,0.6,0,8,8709355,413.6,5295.23,9991,114.71,0,38.4,COVID19Test,2021-11-10_07-50-19,isoweek,2020-24,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202025,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202025,48660,203,48457,509840,1,100,0.4,-0.19999999999999996,7.3,8709355,558.71,5853.94,12638,145.11,0,35.1,COVID19Test,2021-11-10_07-50-19,isoweek,2020-25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202026,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-26,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202026,57468,393,57075,567308,1,100,0.7,0.29999999999999993,6.6,8709355,659.84,6513.78,8808,101.13,0,18.1,COVID19Test,2021-11-10_07-50-19,isoweek,2020-26,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202027,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-27,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202027,70370,753,69617,637678,1,100,1.1,0.40000000000000013,6,8709355,807.98,7321.76,12902,148.14,0,22.5,COVID19Test,2021-11-10_07-50-19,isoweek,2020-27,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202028,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-28,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202028,49611,765,48846,687289,1,100,1.5,0.3999999999999999,5.7,8709355,569.63,7891.39,-20759,-238.35,0,-29.5,COVID19Test,2021-11-10_07-50-19,isoweek,2020-28,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202029,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202029,42967,843,42124,730256,1,100,2,0.5,5.4,8709355,493.34,8384.73,-6644,-76.29,0,-13.4,COVID19Test,2021-11-10_07-50-19,isoweek,2020-29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202030,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202030,35697,921,34776,765953,1,100,2.6,0.6000000000000001,5.3,8709355,409.87,8794.6,-7270,-83.47,0,-16.9,COVID19Test,2021-11-10_07-50-19,isoweek,2020-30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202031,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-31,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202031,37706,1313,36393,803659,1,100,3.5,0.8999999999999999,5.2,8709355,432.94,9227.54,2009,23.07,0,5.6,COVID19Test,2021-11-10_07-50-19,isoweek,2020-31,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202032,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-32,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202032,38879,1267,37612,842538,1,100,3.3,-0.20000000000000018,5.1,8709355,446.41,9673.94,1173,13.47,0,3.1,COVID19Test,2021-11-10_07-50-19,isoweek,2020-32,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202033,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202033,42119,1700,40419,884657,1,100,4,0.7000000000000002,5.1,8709355,483.61,10157.55,3240,37.2,0,8.3,COVID19Test,2021-11-10_07-50-19,isoweek,2020-33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202034,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202034,57818,2087,55731,942475,1,100,3.6,-0.3999999999999999,5,8709355,663.86,10821.41,15699,180.25,0,37.3,COVID19Test,2021-11-10_07-50-19,isoweek,2020-34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202035,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202035,73979,2301,71678,1016454,1,100,3.1,-0.5,4.9,8709355,849.42,11670.83,16161,185.56,0,28,COVID19Test,2021-11-10_07-50-19,isoweek,2020-35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202036,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-36,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202036,87828,2701,85127,1104282,1,100,3.1,0,4.7,8709355,1008.43,12679.26,13849,159.01,0,18.7,COVID19Test,2021-11-10_07-50-19,isoweek,2020-36,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202037,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-37,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202037,91322,3239,88083,1195604,1,100,3.5,0.3999999999999999,4.6,8709355,1048.55,13727.81,3494,40.12,0,4,COVID19Test,2021-11-10_07-50-19,isoweek,2020-37,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202038,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-38,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202038,85205,3206,81999,1280809,1,100,3.8,0.2999999999999998,4.6,8709355,978.32,14706.13,-6117,-70.23,0,-6.7,COVID19Test,2021-11-10_07-50-19,isoweek,2020-38,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202039,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-39,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202039,68745,2512,66233,1349554,1,100,3.7,-0.09999999999999964,4.5,8709355,789.32,15495.45,-16460,-189,0,-19.3,COVID19Test,2021-11-10_07-50-19,isoweek,2020-39,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202040,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-40,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202040,68237,3629,64608,1417791,1,100,5.3,1.5999999999999996,4.6,8709355,783.49,16278.94,-508,-5.83,0,-0.7,COVID19Test,2021-11-10_07-50-19,isoweek,2020-40,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202041,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-41,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202041,89953,8961,80992,1507744,1,100,10,4.7,4.9,8709355,1032.83,17311.78,21716,249.34,0,31.8,COVID19Test,2021-11-10_07-50-19,isoweek,2020-41,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202042,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-42,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202042,127083,19504,107579,1634827,1,100,15.3,5.300000000000001,5.7,8709355,1459.16,18770.93,37130,426.33,0,41.3,COVID19Test,2021-11-10_07-50-19,isoweek,2020-42,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202043,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-43,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202043,178476,40197,138279,1813303,1,100,22.5,7.199999999999999,7.3,8709355,2049.24,20820.18,51393,590.08,0,40.4,COVID19Test,2021-11-10_07-50-19,isoweek,2020-43,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202044,NA,NA,NA,NA,1,100,NA,NA,NA,8709355,NA,NA,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-44,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202044,218265,57718,160547,2031568,1,100,26.4,3.8999999999999986,9.4,8709355,2506.1,23326.27,39789,456.86,0,22.3,COVID19Test,2021-11-10_07-50-19,isoweek,2020-44,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202045,3296,806,2490,3296,1,100,24.5,NA,24.5,8709355,37.84,37.84,NA,NA,0,NA,COVID19Test,2021-11-10_07-50-19,isoweek,2020-45,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202045,204689,54308,150381,2236257,1,100,26.5,0.10000000000000142,11,8709355,2350.22,25676.49,-13576,-155.88,0,-6.2,COVID19Test,2021-11-10_07-50-19,isoweek,2020-45,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202046,18555,3911,14644,21851,1,100,21.1,-3.3999999999999986,21.6,8709355,213.05,250.89,15259,175.21,0,463,COVID19Test,2021-11-10_07-50-19,isoweek,2020-46,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202046,162228,39421,122807,2398485,1,100,24.3,-2.1999999999999993,11.9,8709355,1862.69,27539.18,-42461,-487.53,0,-20.7,COVID19Test,2021-11-10_07-50-19,isoweek,2020-46,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202047,25710,4931,20779,47561,1,100,19.2,-1.9000000000000021,20.3,8709355,295.2,546.09,7155,82.15,0,38.6,COVID19Test,2021-11-10_07-50-19,isoweek,2020-47,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202047,133119,28023,105096,2531604,1,100,21.1,-3.1999999999999993,12.4,8709355,1528.46,29067.64,-29109,-334.23,0,-17.9,COVID19Test,2021-11-10_07-50-19,isoweek,2020-47,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202048,33460,5404,28056,81021,1,100,16.2,-3,18.6,8709355,384.18,930.28,7750,88.98,0,30.1,COVID19Test,2021-11-10_07-50-19,isoweek,2020-48,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202048,127480,22888,104592,2659084,1,100,18,-3.1000000000000014,12.6,8709355,1463.71,30531.35,-5639,-64.75,0,-4.2,COVID19Test,2021-11-10_07-50-19,isoweek,2020-48,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202049,38238,6473,31765,119259,1,100,16.9,0.6999999999999993,18,8709355,439.05,1369.32,4778,54.87,0,14.3,COVID19Test,2021-11-10_07-50-19,isoweek,2020-49,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202049,126889,22822,104067,2785973,1,100,18,0,12.9,8709355,1456.93,31988.28,-591,-6.78,0,-0.5,COVID19Test,2021-11-10_07-50-19,isoweek,2020-49,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202050,64275,7448,56827,183534,1,100,11.6,-5.299999999999999,15.8,8709355,738,2107.32,26037,298.95,0,68.1,COVID19Test,2021-11-10_07-50-19,isoweek,2020-50,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202050,146326,24626,121700,2932299,1,100,16.8,-1.1999999999999993,13.1,8709355,1680.1,33668.38,19437,223.17,0,15.3,COVID19Test,2021-11-10_07-50-19,isoweek,2020-50,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202051,67397,7578,59819,250931,1,100,11.2,-0.40000000000000036,14.6,8709355,773.85,2881.17,3122,35.85,0,4.9,COVID19Test,2021-11-10_07-50-19,isoweek,2020-51,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202051,176415,23737,152678,3108714,1,100,13.5,-3.3000000000000007,13.1,8709355,2025.58,35693.96,30089,345.48,0,20.6,COVID19Test,2021-11-10_07-50-19,isoweek,2020-51,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202052,65978,6648,59330,316909,1,100,10.1,-1.0999999999999996,13.6,8709355,757.55,3638.72,-1419,-16.3,0,-2.1,COVID19Test,2021-11-10_07-50-19,isoweek,2020-52,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202052,140814,19481,121333,3249528,1,100,13.8,0.3000000000000007,13.1,8709355,1616.81,37310.78,-35601,-408.77,0,-20.2,COVID19Test,2021-11-10_07-50-19,isoweek,2020-52,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202053,45712,6874,38838,362621,1,100,15,4.9,13.8,8709355,524.86,4163.58,-20266,-232.69,0,-30.7,COVID19Test,2021-11-10_07-50-19,isoweek,2020-53,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202053,103895,18204,85691,3353423,1,100,17.5,3.6999999999999993,13.3,8709355,1192.91,38503.69,-36919,-423.9,0,-26.2,COVID19Test,2021-11-10_07-50-19,isoweek,2020-53,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202101,46664,6007,40657,409285,1,100,12.9,-2.0999999999999996,13.7,8709355,535.79,4699.37,952,10.93,0,2.1,COVID19Test,2021-11-10_07-50-19,isoweek,2021-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202101,120747,18164,102583,3474170,1,100,15,-2.5,13.3,8709355,1386.41,39890.1,16852,193.5,0,16.2,COVID19Test,2021-11-10_07-50-19,isoweek,2021-01,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
CHFL,202102,39970,4111,35859,449255,1,100,10.3,-2.5999999999999996,13.4,8709355,458.93,5158.3,-6694,-76.86,0,-14.3,COVID19Test,2021-11-10_07-50-19,isoweek,2021-02,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Antigen_Schnelltest,NA
CHFL,202102,107473,12802,94671,3581643,1,100,11.9,-3.0999999999999996,13.3,8709355,1233.99,41124.09,-13274,-152.42,0,-11,COVID19Test,2021-11-10_07-50-19,isoweek,2021-02,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,PCR,NA
